,adm2_code,iso_a2,name,code_local,region,latitude_deg,longitude_deg,dst_offset_minutes,max_carbon_monoxide_ppm_x10,min_carbon_monoxide_ppm_x10,avg_carbon_monoxide_ppm_x10,max_sulfur_dioxide_ppb,min_sulfur_dioxide_ppb,avg_sulfur_dioxide_ppb,max_nitrogen_dioxide_ppb,min_nitrogen_dioxide_ppb,avg_nitrogen_dioxide_ppb,max_ozone_ppm_x1000,min_ozone_ppm_x1000,avg_ozone_ppm_x1000,max_particulate_matter_2p5_ugpm3_x10,min_particulate_matter_2p5_ugpm3_x10,avg_particulate_matter_2p5_ugpm3_x10,max_particulate_matter_10_ugpm3,min_particulate_matter_10_ugpm3,avg_particulate_matter_10_ugpm3,max_particulate_matter_1_ugpm3,min_particulate_matter_1_ugpm3,avg_particulate_matter_1_ugpm3,date,fips
283,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.97,1,1.37,10.8,0,1.96,29.17,0,3.45,127,23.93,68.4,1080.6,0,246.86,131.73,0,31.33,58.66,0,13.83,7/1/2019,1003
284,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.97,1,1.33,8.8,0,1.94,38.5,0,3.52,131,20.03,68.87,770.13,0,166.33,92.56,0,21.22,44.66,0,10.12,8/1/2019,1003
285,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.17,1,1.25,11.8,0,2.32,41.46,0,4.26,132.06,13.9,75.47,390.61,17.03,111.44,54.66,2.34,15.88,33.76,1,8.31,9/1/2019,1003
286,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.97,1,1.07,12.8,0,2.3,30.9,0,3.8,107.03,18.7,67.74,223.68,0,74.74,34.34,0,11.23,19.76,0,5.23,10/1/2019,1003
287,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.9,1,1.42,13.35,0.97,4.34,47.32,0.98,7.63,103.68,8.4,57.82,775.8,0,103,106.38,0,14.67,67.56,0,8.58,11/1/2019,1003
288,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.91,1,1.17,10.51,0.95,3.01,34.47,0.95,6.14,82.83,17.23,54.79,391.47,0,74.92,54.43,0,11,34.33,0,5.84,12/1/2019,1003
289,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.95,1,1.29,13.27,0.95,3.34,32.7,0.97,6.67,84.95,7.71,55.65,269.08,0,72.61,38.19,0,10.88,23.45,0,5.16,1/1/2020,1003
290,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.92,1,1.44,11.32,0.95,3.02,20.39,0.95,5.44,94.92,25.84,58.86,306.88,0,76.63,43.19,0,11.32,25.4,0,5.75,2/1/2020,1003
291,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.13,1,1.23,11.8,0,1.77,69.53,0,3.81,107.1,4.3,67.77,402.65,0.44,100.07,56.26,0.07,15.03,34.53,0,7.14,3/1/2020,1003
292,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.03,1,1.54,10.76,0,1.96,48.7,0,3.15,117.38,28.27,80.83,488.44,0,105.12,83,0,15.55,39.07,0,7.66,4/1/2020,1003
293,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2,1,1.23,7.87,0,1.72,22.54,0,2.77,121.34,37.2,79,340.67,0,84.64,48.9,0,12.17,27.28,0,5.72,5/1/2020,1003
294,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3,1,1.18,9.83,0,1.73,31.6,0,2.93,137.41,21.07,70.84,1055.34,0,187.47,126.62,0,24.77,55.62,0,10.45,6/1/2020,1003
295,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.03,1,1.14,10.8,0,1.71,59.43,0,3.18,142.34,26.54,64.95,814.26,0.13,263.65,103.35,0.03,32.29,38.83,0,13.05,7/1/2020,1003
296,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.07,0.66,1.27,8.87,0,1.69,29.76,0,3.12,133.75,27.34,66.3,501.73,25.45,160.43,67.92,3.06,20.95,43.14,1.69,9.59,8/1/2020,1003
297,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3,1,1.16,11.9,0,1.81,46.76,0,3.07,124.66,5.93,63.11,634.42,0,146.26,117.22,0,21.26,36.66,0,8.46,9/1/2020,1003
298,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,7.9,1,1.52,12.8,0,2.51,34.6,0,4.27,125.97,18.2,69.26,1682.9,0,138.4,228.21,0,19.95,147.6,0,10.22,10/1/2020,1003
299,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.08,1,1.38,13.26,0.92,3.53,28.01,0.95,6.43,101.11,11.63,56.7,501,0,78.58,69.44,0,11.34,43.26,0,6.17,11/1/2020,1003
300,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,15.05,1,1.73,11.26,0.95,3.55,79.45,0.97,8.36,84.04,4.56,48.44,2394.97,0,114.99,327.33,0,16.24,210.41,0,9.59,12/1/2020,1003
301,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.95,1,1.44,12.32,0.92,3.68,46.35,0.97,6.84,86,16.3,48.74,335.33,0,69.77,46.56,0,10.18,29.43,0,5.51,1/1/2021,1003
302,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,5.05,1,1.63,10.48,0.92,3.25,34.74,0.95,6.6,92.62,7.41,48.62,581.68,0,83.96,80.13,0,12.13,50.43,0,6.73,2/1/2021,1003
303,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,7.3,1,1.46,13.29,0,2.03,65.97,0,3.91,102.18,10.26,63.17,949.04,1.1,113.71,131.76,0.14,17.17,82.42,0.1,7.85,3/1/2021,1003
304,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.1,1,1.51,9.9,0,1.96,49.56,0,3.61,109.23,16.8,74.34,547.25,0,117.83,76,0,17.1,36.93,0,8.71,4/1/2021,1003
305,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.07,1,1.22,10.76,0,1.75,18.03,0,2.65,116,36.93,75.7,732.87,0,102.94,101.08,0,15.5,63.71,0,7.1,5/1/2021,1003
306,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2,1,1.11,8.83,0,1.56,15.66,0,2.36,136,27.1,64.02,562.92,14.44,156.89,81.16,2.34,21.04,25.34,1.34,8.77,6/1/2021,1003
307,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.93,1,1.39,9.83,0,1.79,23.7,0,3.22,133.13,21.13,62.33,784.77,0,236.32,108.88,0,29.87,66.69,0,13.99,7/1/2021,1003
308,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3,1,1.26,8.83,0,1.63,21.76,0,2.93,113.13,17.34,62.78,632.36,0,206,95.86,0,26.38,45.03,0,11,8/1/2021,1003
309,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,8.83,1,1.42,14.73,0,2.06,41.76,0,3.53,126.39,14.93,67.05,1274.16,0,144.15,177.02,0,18.75,110.87,0,9.52,9/1/2021,1003
310,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.97,1,1.22,12.73,0,2.34,39.83,0,3.9,111,18.64,69.02,282.63,0,64.51,39.39,0,9.47,24.6,0,4.87,10/1/2021,1003
311,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,5.79,1,1.61,17.12,0.95,4.18,63.3,0.95,7.06,105.8,3.55,61.29,617.45,0,95.3,84.79,0,13.52,54.47,0,7.96,11/1/2021,1003
312,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,5.83,1,1.25,9.59,0.95,3.15,41.55,0.95,6.52,90.16,10.35,50.11,799.2,0,77.46,111.14,0,11.36,69,0,5.96,12/1/2021,1003
313,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,11.48,1,1.67,16.1,0.95,3.84,46.47,0.95,7.27,81.99,2.71,46.74,1797.04,0,117.49,245.22,0,16.7,157.38,0,9.75,1/1/2022,1003
314,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.99,1,1.68,16.07,0.92,3.39,86.39,0.97,7.19,98.85,3.34,54.66,571.78,0,110.38,78.66,0,16.15,49.58,0,8.58,2/1/2022,1003
315,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,5.1,1,1.49,12.83,0,2.46,33.76,0,4.42,117.86,4.1,70.67,610.45,0,105.31,84.47,0,15.87,53.41,0,7.42,3/1/2022,1003
316,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.34,1,1.3,12.73,0,1.84,24.8,0,3.18,127.06,11.64,74.58,294.33,0,93.34,44,0,14.15,25.3,0,6.38,4/1/2022,1003
317,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.97,1,1.38,11.76,0,1.76,21.7,0,2.83,126.69,27.47,73.52,825.7,0,139.89,105.03,0,19,32.03,0,8.49,5/1/2022,1003
318,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,9.97,1,1.55,12.8,0,2.11,44.17,0,3.48,152.5,12.3,76.93,1319.03,4.3,177.65,182.86,0.61,23.42,114.33,0,12.62,6/1/2022,1003
319,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.1,0,1,7.93,0,1.47,25.76,0,2.76,102.87,23.24,57.24,434.97,0,107.28,54.7,0,13.92,27.66,0,6.26,7/1/2022,1003
320,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3,0,1.06,9.83,0,1.69,27.87,0,3.31,110.34,12.13,57.24,518.58,7.9,140.16,61.06,1,17.57,27.97,0.3,7.74,8/1/2022,1003
321,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4,1,1.37,12.8,0,2.44,25.63,0,3.64,132.22,16.83,76.41,642.55,0,105.38,89.26,0,14.45,55.53,0,7.92,9/1/2022,1003
322,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.93,1,1.23,15.8,0,2.92,107.79,0,5.39,120.31,0,72.02,415.52,0,55.31,57.69,0,8.12,36.16,0,4.26,10/1/2022,1003
323,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.03,1,1.31,16.66,0.34,3.35,51.46,1,6.1,106.97,14.83,59.03,412.77,0.06,78.84,57.99,0,11.4,35.39,0,6.3,11/1/2022,1003
324,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.83,1,1.2,12.4,0.95,3.29,33.56,0.97,6.96,75.47,3.15,45.76,411,0,76.87,58.73,0,11.24,34.2,0,5.96,12/1/2022,1003
325,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.95,1,1.2,11.37,0.95,3.14,32.82,0.95,6.18,86.29,11.49,52.98,412.58,0,63.82,56.77,0,9.39,35.97,0,4.82,1/1/2023,1003
326,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.07,1,1.21,9.52,0.95,2.93,29.78,0.95,5.21,100,8.7,62.5,291.71,0,75.56,41.66,0,11.4,24.8,0,5.44,2/1/2023,1003
327,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.93,1,1.4,11.42,0,2.07,21.56,0,3.27,116.32,16.34,75.63,633.95,0,90.34,88,0,13.48,54.96,0,6.6,3/1/2023,1003
328,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.1,1,1.3,10.83,0,1.8,55.39,0,3.41,127.72,22.37,75.76,405.76,0,93.37,56.99,0,13.89,35.39,0,6.75,4/1/2023,1003
329,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.93,1,1.6,9.83,0,1.97,37.8,0,3.24,126.28,27.4,82.19,538.7,0,118.55,74.86,0,16.91,47.26,0,9.6,5/1/2023,1003
330,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.03,1,1.46,10.8,0,2.07,29.93,0,3.33,152.62,29.17,72.74,435.65,0,150.8,58.62,0,20.93,28.97,0,10.46,6/1/2023,1003
331,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,8.8,1,1.8,10.8,0,2.09,39.07,0,3.69,138.15,23.54,74.28,1051.7,0,219.58,146.2,0,28.75,91.61,0,15.15,7/1/2023,1003
332,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,5.93,1,1.96,9.83,0,1.98,30.53,0,3.46,132.97,20.61,80.72,847.59,0,187.07,117.72,0,25.51,73.19,0,14.26,8/1/2023,1003
333,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3,1,1.6,10.76,0,2,52.33,0,3.39,126.41,19.64,80.8,273.68,0.03,83.79,38.24,0,12.06,23.17,0,6.73,9/1/2023,1003
334,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,4.93,1,1.54,16.7,0,2.5,69.9,0,4.29,121.62,4.5,72.9,416.74,0,71.42,57.56,0,10.55,36.7,0,5.36,10/1/2023,1003
335,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,2.99,1,1.42,17.66,0.95,3.6,39.59,0.95,6.06,101.13,0.67,60.38,340.25,0,62.25,47.31,0,9.07,29.6,0,4.93,11/1/2023,1003
336,USA-01003,US,Baldwin,1003,AL,30.640355,-87.708059,0,3.99,1,1.43,11.33,0.95,3.22,25.97,1,6.09,86.76,15.49,54.38,436.71,0,68.89,60.02,0,10,37.88,0,5.42,12/1/2023,1003
2521,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,4.84,1,1.84,5.13,0.27,2.4,102.04,1,6.58,74.52,0.08,42.64,302.72,0,81.56,42.89,0,11.69,25.98,0,6.76,1/1/2010,1031
2522,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,6.05,1,2.18,5.78,0.71,2.19,37.78,1,6.11,88.6,0.89,47.39,624.09,0,107.18,86.74,0,15.21,54.54,0,9.08,2/1/2010,1031
2523,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,8.35,1,2.36,6.19,0.06,2.07,60.85,0.15,6.08,107.21,3.71,62.34,1021.92,3.13,158.69,141.48,0.24,22.31,89.11,0.08,13.58,3/1/2010,1031
2524,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.85,1,2.11,5.06,0,1.73,74.52,0,6.3,116.37,10.08,76.42,649.75,0.45,139.15,89.49,0.06,19.71,57.14,0.06,11.64,4/1/2010,1031
2525,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,5.11,1,1.69,5.3,0,1.63,40.67,0,6.1,137.03,14.73,70.21,624.76,0,166.46,76.47,0,23.06,39.4,0,12.34,5/1/2010,1031
2526,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.57,1,1.47,3.85,0,1.43,36.35,0,5.75,132.7,12.44,64.35,491.18,7.67,186.22,68.01,1.1,24.88,39.9,0.66,13.12,6/1/2010,1031
2527,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,2.85,1,1.24,3.33,0,1.15,32.44,0,4.76,117.37,6.97,61.89,831.95,0,262.65,94.98,0,32.94,43.49,0,14.42,7/1/2010,1031
2528,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,2.92,1,1.42,3.85,0,1.14,24.52,0,4.62,124.71,19.89,61.7,574.14,36.62,199.73,73.28,4.64,26.07,39.69,1.85,13.64,8/1/2010,1031
2529,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.3,1,1.73,5.56,0,1.97,77.86,0,6.15,117.79,7.51,66.06,544.12,0,156.29,75.36,0,21.93,46.9,0,12.98,9/1/2010,1031
2530,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.13,1,1.65,5.85,0,2.53,35.63,0,5.47,119.18,7.97,67.06,421.74,0,92.98,57.66,0,13.12,36.74,0,7.83,10/1/2010,1031
2531,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,10.27,1,2.27,7.04,0.06,2.44,75.03,1,9.03,104.39,2.68,49.68,1361.2,0,198.09,187.6,0,27.67,119.07,0,16.92,11/1/2010,1031
2532,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.78,1,1.74,6.13,0.71,2.4,86.41,1,6.59,77.31,0.16,40.19,229.82,0,62.75,32.11,0,8.97,19.65,0,5.21,12/1/2010,1031
2533,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,4.43,1,2.02,5.33,0.27,2.35,36.7,1,6.73,76.69,0.29,41.22,426.68,0,86.63,59.09,0,12.29,37.02,0,7.3,1/1/2011,1031
2534,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,10.48,1,2.22,6.63,0,2.21,46,0.21,6.39,104.42,4.13,54.73,1236.84,0,157.85,172.14,0,22.31,107.52,0,13.35,2/1/2011,1031
2535,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,5.19,1,2.08,4.98,0,1.61,27.47,0,4.4,109.95,22.79,68.52,546.56,0.83,137.79,75.53,0.13,19.78,47.61,0.06,11.24,3/1/2011,1031
2536,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.85,1,1.67,4.78,0,1.29,26.3,0,3.84,116.46,23.35,72.91,371.96,0,92.74,52.32,0,13.33,32.09,0,7.27,4/1/2011,1031
2537,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.4,1,1.61,4.92,0,1.25,62.61,0,4.07,114.69,16.29,73.06,313.48,0,107.63,44.37,0,15.31,26.11,0,8.68,5/1/2011,1031
2538,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.71,1,1.67,4.5,0,1.46,29.43,0,5.25,128.12,11.45,66.09,417.49,0,180.75,58.05,0,24.46,33.23,0,13.33,6/1/2011,1031
2539,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.3,1,1.53,3.63,0,1.23,85.86,0,6.28,125.26,5.41,63.36,651.06,0.58,219.74,89.51,0.06,28.43,54.2,0.06,14.73,7/1/2011,1031
2540,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.65,1,1.75,4.57,0,1.57,57.96,0.06,5.56,120.12,6.39,75.63,443.86,13.65,176,58.55,1.92,23.48,33.17,0.85,13.19,8/1/2011,1031
2541,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.06,1,1.48,4.92,0,1.68,52.36,0.85,6.1,111.4,5.39,63.56,381.26,10.75,126.7,53.16,1.15,17.71,31.33,0.79,10.16,9/1/2011,1031
2542,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,6.98,1,1.85,6.76,0,2.3,49.63,0,7.16,109.4,4.99,58.84,1006.47,0,153.85,138.34,0,21.52,88.22,0,13.09,10/1/2011,1031
2543,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.13,1,1.47,5.98,0,1.93,44.79,0.92,4.83,90.63,1.57,52.54,472.72,0,76.6,65.29,0,11.08,41.22,0,6.09,11/1/2011,1031
2544,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3,1,1.71,5.77,0.06,2.04,30.89,1,6.25,74.39,5.28,42.1,315.5,0,72.84,43.18,0,10.42,27.63,0,5.99,12/1/2011,1031
2545,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.9,1,1.64,5.33,0,1.86,77.27,1,5.96,88.44,2.3,49.98,334.1,0,73.66,46.23,0,10.53,29.3,0,6.07,1/1/2012,1031
2546,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.33,1,1.84,5.21,0,1.93,18.44,0.85,4.88,82.94,12.16,51.91,291.99,0,86.6,40.87,0,12.47,25.37,0,7.06,2/1/2012,1031
2547,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,6.71,1,1.9,6.77,0,1.62,49.14,0,5.04,112.76,13.15,64.87,729.67,0,131.5,100.45,0,18.89,63.93,0,10.62,3/1/2012,1031
2548,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.13,1,1.72,4.65,0,1.53,25.07,0,4.27,113.16,10.37,73.45,323.45,1.68,88.81,45.11,0.29,12.62,27.99,0,7.19,4/1/2012,1031
2549,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.33,1,1.69,4.78,0,1.62,44.12,0,5.09,125.1,19.78,75.47,462.32,4.68,125.19,65.14,0.48,17.75,38.45,0.27,10.13,5/1/2012,1031
2550,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.85,1,1.48,4,0,1.13,43.32,0,4.09,126.64,13.92,71.08,505.54,9.18,166.11,61.05,1.21,21.92,35.99,0.86,11.12,6/1/2012,1031
2551,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,2.85,1,1.3,2.98,0,1.19,27.41,0,4.82,116.7,12.64,61.52,680.9,6.95,240.26,82.21,1.17,30.09,36.92,0.87,13.62,7/1/2012,1031
2552,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.13,1,1.43,2.98,0,1.02,32.51,0.06,5.1,120.08,12.18,61.35,630.24,8.82,192.68,78.7,1.11,24.53,40.55,0.63,11.9,8/1/2012,1031
2553,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,7.07,1,1.7,6.92,0,1.79,72.3,0,6.66,116.84,3.79,59.11,840.03,0.41,136.5,114.87,0.08,18.86,73.34,0,10.78,9/1/2012,1031
2554,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,14.5,1,2.08,8.58,0,2.34,47.02,1,7.58,110.02,2.2,58.11,2112.77,0,161.02,290.26,0,22.45,185.14,0,13.74,10/1/2012,1031
2555,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,9.64,1,1.95,6.5,0.27,2.69,67.43,1,7.38,102.37,1.99,47.5,1118.05,0,129.1,151.78,0,18.08,98.08,0,11.02,11/1/2012,1031
2556,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,4.6,1,1.63,5.79,0,1.87,36.18,1,5.99,76.81,0.85,43.48,371.11,0,71.06,51.87,0,10.19,32.06,0,5.83,12/1/2012,1031
2557,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.87,1,1.7,5.69,0,2.04,62.9,0.65,5.59,85.1,3.93,47.34,325.21,0,80.13,46.19,0,11.69,28.15,0,6.34,1/1/2013,1031
2558,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.06,1,1.83,5.63,0,1.79,27.33,1,4.54,89.67,9.47,58.09,303.04,0,69.98,44.54,0,10.03,22.54,0,5.76,2/1/2013,1031
2559,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,7.84,1,2.26,6.17,0,1.77,43.16,0,5.1,105.25,3.11,69.03,1145.85,0,147.33,160.38,0,20.81,99.37,0,12.48,3/1/2013,1031
2560,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.93,1,1.84,5.82,0,1.66,22.35,0,4.7,112.22,19.67,68.22,579.94,0,139.14,80.63,0,19.82,50.35,0,11.36,4/1/2013,1031
2561,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.3,1,1.54,4.78,0,1.34,26.09,0,3.85,111.25,13.08,70.32,287.62,3.85,106.91,41.53,0.55,15.42,22.85,0.23,8.47,5/1/2013,1031
2562,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,2.92,1,1.22,3.71,0,1.12,30.5,0,3.97,111.23,21.75,60.16,577.54,46.8,229.15,75.61,6.54,29.52,32.66,2.77,12.66,6/1/2013,1031
2563,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,2.92,1,1.25,3.71,0,1.04,28.67,0,5.19,110.77,10.2,54.87,572.48,41.07,231.32,69.83,5.21,29.15,36.51,2.87,13.36,7/1/2013,1031
2564,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.27,1,1.44,3.06,0,1.11,37.17,0,5.67,111.47,10.75,58.66,471.75,7.06,176.59,55.35,0.92,22.74,25.71,0.65,11.62,8/1/2013,1031
2565,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.17,1,1.53,5.71,0,1.6,46.93,0,5.18,115.94,4.16,61.56,552.07,3.53,120.01,75.72,0.59,16.9,48.17,0.19,9.88,9/1/2013,1031
2566,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,7.6,1,1.85,6.42,0,2.24,81.86,0.06,8.2,93.83,2.75,51.64,857.01,0,144.82,117.73,0,20.19,75.09,0,12.42,10/1/2013,1031
2567,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,5.06,1,1.55,6.92,0.79,2.26,33.42,0.35,5.29,85.22,3.36,46.95,584.09,0,83.74,80.51,0,11.97,51.05,0,6.81,11/1/2013,1031
2568,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,5.15,1,1.54,5.71,0.27,2.04,21.32,0.92,5.73,70,3.65,38.67,633.74,0,86.74,87.78,0,12.56,55.41,0,6.92,12/1/2013,1031
2569,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.55,1,1.53,4.85,0.06,2.11,20.01,1,4.74,68.15,1.86,43.26,451.92,0,73.94,63.45,0,10.53,39.02,0,6.22,1/1/2014,1031
2570,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,3.65,1,1.88,6.06,0,2.14,24.65,1,6.01,88.83,5.91,47.72,310.6,0,93.63,43.73,0,13.4,27.01,0,7.81,2/1/2014,1031
2571,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,0,6.65,1,2.23,5.5,0,1.89,34.01,0.85,6.16,100.94,9.85,60.53,899.92,0,143.49,124.92,0,20.3,78.44,0,12.1,3/1/2014,1031
2572,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,10.16,1,1.86,5.57,0,1.47,63.41,0,5.24,106.08,1.76,69.08,980.16,0,134.88,134.09,0,19.09,85.88,0,10.8,4/1/2014,1031
2573,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.08,1,1.67,4,0,1.53,37.02,0,5.21,114.32,24.58,72.89,408.48,4.87,129.59,57.58,0.61,18.29,34.65,0.42,10.49,5/1/2014,1031
2574,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,2.71,1,1.23,3.78,0,1.16,43.78,0,4.5,101.33,15.8,62.1,828.1,0,188.36,103.74,0,24.29,32.14,0,11.45,6/1/2014,1031
2575,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.92,1,1.48,4.06,0,1.38,31.38,0,4.6,121.49,11.06,71.14,936.34,9.12,235.84,119.82,1.08,29.64,49.01,0.94,14.47,7/1/2014,1031
2576,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,4.47,1,1.65,3.21,0,1.3,33.55,0,5.6,114.59,9.84,63.84,491.13,20.67,176.46,61.97,2.73,23.08,37.13,1.73,12.09,8/1/2014,1031
2577,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,3.57,1,1.29,5.42,0,1.52,32.05,0,5.39,111.02,10.64,55.7,522.2,27.22,145.35,72.92,3.89,19.26,44.84,2.59,10.4,9/1/2014,1031
2578,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,13.2,1,2.35,7.01,0,2.35,57.5,0,8.51,104.09,0.86,56.79,1568.26,0,230.3,215.96,0,31.85,137.35,0,19.91,10/1/2014,1031
2579,USA-01031,US,Coffee,1031,AL,31.399381,-85.99066,-60,13.23,1,2.24,6.76,1,2.64,98.65,1,7.99,87.49,0.41,45.5,1526.22,0,197.55,211.32,0,27.61,132.91,0,16.94,11/1/2014,1031
